Solr_Field,Original_Name,Valid_Name,URI,Authority,Type,Relator,Action
mods_subject_topic_ms,"Bowles, John, 1701-1779.","Bowles, John, 1701-1779",http://id.loc.gov/authorities/names/n50052208,naf,personal,,replace
mods_subject_topic_ms,"Bowles, William Augustus, 1763 or 4-1805","Bowles, William Augustus, 1763 or 1764-1805",http://id.loc.gov/authorities/names/n96028136,naf,personal,,replace
mods_subject_topic_ms,"Bowman, L. F.","Bowman, L. F.",,local,personal,,
mods_subject_topic_ms,"Bown, Philips B.","Bown, Philips B.",,local,personal,,
mods_subject_topic_ms,"Bowser, Eva","Bowser, Eva",,local,personal,,
mods_subject_topic_ms,"Bowyer, R.","Bowyer, R.",,local,personal,,
mods_subject_topic_ms,Boy Scouts of America,Boy Scouts of America,http://id.loc.gov/authorities/names/n79053967,naf,corporate,,
mods_subject_topic_ms,Boyce family.,Boyce family,http://id.loc.gov/authorities/subjects/sh85016198,lcsh,family,,replace
mods_subject_topic_ms,"Boyce, Fred.","Boyce, Fred",,local,personal,,replace
mods_subject_topic_ms,"Boyce, Harry.","Boyce, Harry",,local,personal,,replace
mods_subject_topic_ms,"Boyce, John M., 1841-?.","Boyce, John M., 1841-",,local,personal,,replace
mods_subject_topic_ms,"Boyd Building (Pittsburgh, Pa.)","Boyd Building (Pittsburgh, Pa.)",,local,corporate,,
mods_subject_topic_ms,Boyd family.,Boyd family,http://id.loc.gov/authorities/subjects/sh85016201,lcsh,family,,replace
mods_subject_topic_ms,"Boyd's Barber Shop (Pittsburgh, Pa.)","Boyd's Barber Shop (Pittsburgh, Pa.)",,local,corporate,,
mods_subject_name_personal_namePart_ms,"Boyd, Charles N. (Charles Newell), 1875-1937","Boyd, Charles N. (Charles Newell), 1875-1937",http://id.loc.gov/authorities/names/no89003812,naf,personal,,
mods_subject_topic_ms,"Boyd, Clara","Boyd, Clara",,local,personal,,
mods_subject_topic_ms,"Boyd, Mary E. Allison","Boyd, Mary E. Allison",,local,personal,,
mods_subject_topic_ms,"Boyer, Jean Pierre, President Haiti, 1776-1850.","Boyer, Jean Pierre, 1776-1850",http://id.loc.gov/authorities/names/nr98029839,naf,personal,,replace
mods_subject_topic_ms,"Boyle, Hetty","Boyle, Hetty",,local,personal,,
mods_subject_topic_ms,"Boyle, Sara","Boyle, Sara",,local,personal,,
mods_subject_topic_ms,"Boyle, Sara M.","Boyle, Sara M.",,local,personal,,
mods_subject_name_corporate_namePart_ms,Boys' Industrial Home of Western Pennsylvania,Boys' Industrial Home of Western Pennsylvania,,local,corporate,,
mods_subject_topic_ms,"Bozick, F.","Bozick, F.",,local,personal,,
mods_subject_topic_ms,"Bozik, A.","Bozik, A.",,local,personal,,
mods_subject_topic_ms,"Bracher, Wm. (William).","Bracher, Wm. (William)",http://id.loc.gov/authorities/names/n88187315,naf,personal,,replace
mods_subject_name_personal_namePart_ms,"Brackenridge, H. H. (Hugh Henry), 1748-1816","Brackenridge, H. H. (Hugh Henry), 1748-1816",http://id.loc.gov/authorities/names/n50043185,naf,personal,,
mods_subject_name_personal_namePart_ms,"Brackenridge, H. M. (Henry Marie), 1786-1871","Brackenridge, H. M. (Henry Marie), 1786-1871",http://id.loc.gov/authorities/names/n50043184,naf,personal,,
mods_subject_name_personal_namePart_ms,"Braddock, Edward, 1695?-1755","Braddock, Edward, 1695?-1755",http://id.loc.gov/authorities/names/n85212340,naf,personal,,
mods_subject_topic_ms,"Braddock, Edward, 1695?-1755","Braddock, Edward, 1695?-1755",http://id.loc.gov/authorities/names/n85212340,naf,personal,,
mods_subject_topic_ms,"Braddock, Edward, 1695?-1755.","Braddock, Edward, 1695?-1755",http://id.loc.gov/authorities/names/n85212340,naf,personal,,replace
mods_subject_topic_ms,"Braden, Nancy","Braden, Nancy",,local,personal,,
mods_subject_topic_ms,"Bradford, William, 1663-1752, printer.","Bradford, William, 1663-1752",http://id.loc.gov/authorities/names/n85029591,naf,personal,,replace
mods_subject_topic_ms,"Bradley Children's Home (Oakmont, Pa.)","Bradley Children's Home (Oakmont, Pa.)",,local,corporate,,
mods_subject_topic_ms,Bradley family.,Bradley family,http://id.loc.gov/authorities/subjects/sh85016282,lcsh,family,,replace
mods_subject_topic_ms,"Bradshaw, Terry","Bradshaw, Terry",http://id.loc.gov/authorities/names/n79148923,naf,personal,,
mods_subject_topic_ms,"Brady, Mathew B., 1823 (ca.)-1896","Brady, Mathew B., approximately 1823-1896",http://id.loc.gov/authorities/names/n81140569,naf,personal,,replace
mods_subject_topic_ms,"Brady, Mathew B., 1823 (ca.)-1896.","Brady, Mathew B., approximately 1823-1896",http://id.loc.gov/authorities/names/n81140569,naf,personal,,replace
mods_subject_topic_ms,"Bragg, Elmer.","Bragg, Elmer",,local,personal,,replace
mods_subject_topic_ms,"Braithwaite, Tone.","Braithwaite, Tone",,local,personal,,replace
mods_subject_topic_ms,"Brandes, Virginia","Brandes, Virginia",,local,personal,,
mods_subject_topic_ms,"Brankley, D.","Brankley, D.",,local,personal,,
mods_subject_topic_ms,"Brant, Joseph, 1742-1807.","Brant, Joseph, 1742-1807",http://id.loc.gov/authorities/names/n80051078,naf,personal,,replace
mods_subject_topic_ms,"Brashear High School (Pittsburgh, Pa.)","Brashear High School (Pittsburgh, Pa.)",,local,corporate,,
mods_subject_topic_ms,"Brashear School (Pittsburgh, Pa.)","Brashear School (Pittsburgh, Pa.)",,local,corporate,,
mods_subject_name_personal_namePart_ms,"Brashear, John A. (John Alfred), 1840-1920","Brashear, John A. (John Alfred), 1840-1920",http://id.loc.gov/authorities/names/n86871647,naf,personal,,
mods_subject_topic_ms,"Brashear, John A. (John Alfred), 1840-1920","Brashear, John A. (John Alfred), 1840-1920",http://id.loc.gov/authorities/names/n86871647,naf,personal,,
mods_subject_topic_ms,"Braslau, Sophie.","Braslau, Sophie",,local,personal,,replace
mods_subject_topic_ms,von Brauchitsch,"Brauchitsch, Walther von, 1881-1948",http://id.loc.gov/authorities/names/nr2002023348,naf,personal,,replace
mods_subject_topic_ms,"Brauer, Mary Lou","Brauer, Mary Lou",,local,personal,,
mods_subject_topic_ms,Braun Baking Company.,Braun Baking Company,,local,corporate,,replace
mods_subject_topic_ms,"Braun Hall (Pittsburgh, Pa.)",Chatham University. Braun Hall,,local,corporate,,
mods_subject_topic_ms,"Braun, Arthur E","Braun, Arthur E.",,local,personal,,replace
mods_subject_topic_ms,"Braun, Falk, Coolidge Halls (Pittsburgh, Pa.)",Chatham University. Braun Hall,,local,corporate,,
mods_subject_topic_ms,"Braun, Falk, Coolidge Halls (Pittsburgh, Pa.)",Chatham University. Falk Hall,,local,corporate,,
mods_subject_topic_ms,"Braun, Falk, Coolidge Halls (Pittsburgh, Pa.)",Chatham University. Coolidge Hall,,local,corporate,,
mods_subject_topic_ms,"Braxton, Carter, 1736-1797","Braxton, Carter, 1736-1797",http://id.loc.gov/authorities/names/n82062531,naf,personal,,
mods_subject_topic_ms,Breeman&#039,Breeman&#039,,local,corporate,,remove
mods_subject_topic_ms,"s Express Company (Leechburg, Pa.)","Breeman's Express Company (Leechburg, Pa.)",,local,corporate,,replace
mods_subject_topic_ms,"Breitweiser, Mabel","Breitweiser, Mabel",,local,personal,,
mods_subject_topic_ms,"Brenneman, Margaret","Brenneman, Margaret",,local,personal,,
mods_subject_topic_ms,"Brent's Dry Cleaning (Pittsburgh, Pa.)","Brent's Dry Cleaning (Pittsburgh, Pa.)",,local,corporate,,
mods_subject_topic_ms,Brentwood (Pa.) Volunteer Fire Department.,Brentwood (Pa.). Volunteer Fire Department,,local,corporate,,replace
mods_subject_topic_ms,"Bretz, Carol","Bretz, Carol",,local,personal,,
mods_subject_topic_ms,"Brice, Fanny.","Brice, Fanny",,local,personal,,replace
mods_subject_topic_ms,"Brice, Henry","Brice, Henry",,local,personal,,
mods_subject_topic_ms,"Briggs, Charles C.","Briggs, Charles C.",,local,personal,,
mods_subject_topic_ms,"Bright Cemetery (Oakmont, Pa.)","Bright Cemetery (Oakmont, Pa.)",,local,corporate,,
mods_subject_topic_ms,"Brilliant Pumping Station (Pittsburgh, Pa.)","Brilliant Pumping Station (Pittsburgh, Pa.)",,local,corporate,,
mods_subject_topic_ms,"Brilliant School (Pittsburgh, Pa.)","Brilliant School (Pittsburgh, Pa.)",,local,corporate,,
mods_subject_topic_ms,"Brinding, Glad.","Brinding, Glad",,local,personal,,replace
mods_subject_topic_ms,"Brindley, James, 1716-1772","Brindley, James, 1716-1772",http://id.loc.gov/authorities/names/n50041395,naf,personal,,
mods_subject_topic_ms,"Brinkley, David","Brinkley, David",http://id.loc.gov/authorities/names/n83073306,naf,personal,,
mods_subject_topic_ms,"Brisco, Kim","Brisco, Kim",,local,personal,,
mods_subject_topic_ms,"Brison, Bob","Brison, Bob",,local,personal,,
mods_subject_topic_ms,"Brissot de Warville, J.-P. (Jacques-Pierre), 1754-1793.","Brissot de Warville, J.-P. (Jacques-Pierre), 1754-1793",http://id.loc.gov/authorities/names/n50041475,naf,personal,,replace
mods_subject_topic_ms,"Brissot de Warville, Jacques-Pierre, 1754-1793","Brissot de Warville, J.-P. (Jacques-Pierre), 1754-1793",http://id.loc.gov/authorities/names/n50041475,naf,personal,,replace
mods_subject_name_corporate_namePart_ms,Bristol Parish (Va.),Bristol Parish (Va.),http://id.loc.gov/authorities/names/no96004798,naf,corporate,,
mods_subject_topic_ms,"Broad Street Mall (East Liberty, Pa.)","Broad Street Mall (East Liberty, Pa.)",,local,corporate,,
mods_subject_topic_ms,"Broadhead Manor (Pittsburgh, Pa.)","Broadhead Manor (Pittsburgh, Pa.)",,local,corporate,,
mods_subject_topic_ms,"Brocato, George","Brocato, George",,local,personal,,
mods_subject_topic_ms,"Brocato, Sam","Brocato, Sam",,local,personal,,
mods_subject_topic_ms,Broderick family.,Broderick family,http://id.loc.gov/authorities/subjects/sh85017022,lcsh,family,,replace
mods_subject_topic_ms,"Brodhead, Daniel, 1736-1809.","Brodhead, Daniel, 1736-1809",http://id.loc.gov/authorities/names/nr92002430,naf,personal,,replace
mods_subject_topic_ms,"Broen, J. (Johann), fl. 1695.","Broen, J. (Johann), active 1695",http://id.loc.gov/authorities/names/n87103133,naf,personal,,replace
mods_subject_topic_ms,"Bromley, William I., 1769-1842.","Bromley, William, 1769-1842",http://id.loc.gov/authorities/names/n78098456,naf,personal,,replace
mods_subject_topic_ms,"Brookline Elementary School (Pittsburgh, Pa.).Music Class.","Brookline Elementary School (Pittsburgh, Pa.)",,local,corporate,,replace
mods_subject_topic_ms,"Brookline Elementary School (Pittsburgh, Pa.).Newspaper Project.","Brookline Elementary School (Pittsburgh, Pa.)",,local,corporate,,replace
mods_subject_topic_ms,"Brookline Elementary School (Pittsburgh, Pa.).Travel Club.","Brookline Elementary School (Pittsburgh, Pa.)",,local,corporate,,replace
mods_subject_topic_ms,"Brookline Elementary School (Pittsburgh, Pa.)","Brookline Elementary School (Pittsburgh, Pa.)",,local,corporate,,
mods_subject_topic_ms,"Brookline School (Pittsburgh, Pa.).Garden.","Brookline Elementary School (Pittsburgh, Pa.)",,local,corporate,,replace
mods_subject_topic_ms,"Brookline School (Pittsburgh, Pa.).Woodshop Class.","Brookline Elementary School (Pittsburgh, Pa.)",,local,corporate,,replace
mods_subject_topic_ms,"Brookline School (Pittsburgh, Pa.).Garden.","Brookline Elementary School (Pittsburgh, Pa.). Garden",,local,corporate,,replace
mods_subject_topic_ms,"Brookline Elementary School (Pittsburgh, Pa.).Music Class.","Brookline Elementary School (Pittsburgh, Pa.). Music Class",,local,corporate,,replace
mods_subject_topic_ms,"Brookline Elementary School (Pittsburgh, Pa.).Newspaper Project.","Brookline Elementary School (Pittsburgh, Pa.). Newspaper Project",,local,corporate,,replace
mods_subject_topic_ms,"Brookline Elementary School (Pittsburgh, Pa.).Travel Club.","Brookline Elementary School (Pittsburgh, Pa.). Travel Club",,local,corporate,,replace
mods_subject_topic_ms,"Brookline School (Pittsburgh, Pa.).Woodshop Class.","Brookline Elementary School (Pittsburgh, Pa.). Woodshop Class",,local,corporate,,replace
mods_subject_topic_ms,"Brooks, Liza Cruzat","Brooks, Liza Cruzat",,local,personal,,
mods_subject_topic_ms,"Brookside Farms (Upper St. Clair, Pa.).","Brookside Farms (Upper St. Clair, Pa.)",,local,corporate,,replace
mods_subject_topic_ms,"Brose, W.","Brose, W.",http://id.loc.gov/authorities/names/no2008009366,naf,personal,,
mods_subject_topic_ms,Brown Thompson Store,"Brown Thompson Store (Pittsburgh, Pa.)",,local,corporate,,replace
mods_subject_topic_ms,"Brown and Company Inc. (Pittsburgh, Pa.)","Brown and Company, Inc. (Pittsburgh, Pa.)",,local,corporate,,replace
mods_subject_topic_ms,"Brown's School (Pittsburgh, Pa.)","Brown's School (Pittsburgh, Pa.)",,local,corporate,,
mods_subject_topic_ms,"Brown, Adeline","Brown, Adeline",,local,personal,,
mods_subject_topic_ms,"Brown, Clara L. Niebaum","Brown, Clara L. Niebaum",,local,personal,,
mods_subject_topic_ms,"Brown, Eliza Smith.","Brown, Eliza Smith",http://id.loc.gov/authorities/names/no96033421,naf,personal,,replace
mods_subject_topic_ms,"Brown, Frederick.","Brown, Frederick",http://id.loc.gov/authorities/names/n85368750,naf,personal,,replace
mods_subject_topic_ms,"Brown, George.","Brown, George F.",http://id.loc.gov/authorities/names/n2004066522,naf,personal,,replace
mods_subject_name_personal_namePart_ms,"Brown, George, b. 1792","Brown, George, 1792-1871",http://id.loc.gov/authorities/names/nr90000276,naf,personal,,replace
mods_subject_topic_ms,"Brown, Homer S.","Brown, Homer S., 1896-1977",http://id.loc.gov/authorities/names/n2018044662,naf,personal,,replace
mods_subject_topic_ms,"Brown, Jacob, 1775-1828.","Brown, Jacob, 1775-1828",http://id.loc.gov/authorities/names/n80005152,naf,personal,,replace
mods_subject_name_personal_namePart_ms,"Brown, John, 1800-1859","Brown, John, 1800-1859",http://id.loc.gov/authorities/names/n79045540,naf,personal,,
mods_subject_topic_ms,"Brown, Leroy.","Brown, Leroy",,local,personal,,replace
mods_subject_name_personal_namePart_ms,"Brown, Matthew, 1776-1853","Brown, Matthew, 1776-1853",http://id.loc.gov/authorities/names/nr92020437,naf,personal,,
mods_subject_topic_ms,"Brown, Moses, 1738-1836.","Brown, Moses, 1738-1836",http://id.loc.gov/authorities/names/n84024422,naf,personal,,replace
mods_subject_topic_ms,"Brown, Shirley Neeley","Brown, Shirley Neeley",,local,personal,,
mods_subject_topic_ms,"Brown, Wyatt.","Brown, Wyatt",,local,personal,,replace
mods_subject_topic_ms,"Browne, Thomas, Sir, 1605-1682","Browne, Thomas, Sir, 1605-1682",http://id.loc.gov/authorities/names/n80033931,naf,personal,,
mods_subject_topic_ms,"Brownlee, Janet L.","Brownlee, Janet L.",,local,personal,,
mods_subject_name_personal_namePart_ms,"Brownson, James I. (James Irwin), 1817-1899","Brownson, James I. (James Irwin), 1817-1899",http://id.loc.gov/authorities/names/no98083102,naf,personal,,
mods_subject_topic_ms,"Brownson, Mary Wilson","Brownson, Mary Wilson",,local,personal,,
mods_subject_topic_ms,Bruce family.,Bruce family,http://id.loc.gov/authorities/subjects/sh85017284,lcsh,family,,replace
mods_subject_topic_ms,"Brune, Guillaume Marie Anne, 1763-1815","Brune, Guillaume-Marie-Anne, 1763-1815",http://id.loc.gov/authorities/names/no90006336,naf,personal,,replace
mods_subject_topic_ms,Brunot Island Power Station (Pa.),Brunot Island Power Station (Pa.),,local,corporate,,
mods_subject_topic_ms,"Brushton Elementary School (Pittsburgh, Pa.)","Brushton Elementary School (Pittsburgh, Pa.)",,local,corporate,,
mods_subject_topic_ms,"Brutus, Marcus Junius, 85?-42 B.C.E.","Brutus, Marcus Junius, 85 B.C.?-42 B.C.",http://id.loc.gov/authorities/names/n80056883,naf,personal,,replace
mods_subject_topic_ms,"Bryan, William Jennings, 1860-1925.","Bryan, William Jennings, 1860-1925",http://id.loc.gov/authorities/names/n80044871,naf,personal,,replace
mods_subject_topic_ms,Bryant family.,Bryant family,http://id.loc.gov/authorities/subjects/sh85017371,lcsh,family,,replace
mods_subject_topic_ms,"Bryce Brothers Company (Mt. Pleasant, Pa.)","Bryce Brothers Company (Mt. Pleasant, Pa.)",,local,corporate,,
mods_subject_name_personal_namePart_ms,"Brünbaum, Adolf","Brünbaum, Adolf",,local,personal,,
mods_subject_topic_ms,"Buache, Philippe, 1700-1773.","Buache, Philippe, 1700-1773",http://id.loc.gov/authorities/names/n50041135,naf,personal,,replace
mods_subject_topic_ms,"Bubbles Bar (Pittsburgh, Pa.)","Bubbles Bar (Pittsburgh, Pa.)",,local,corporate,,
mods_subject_topic_ms,"Bubley, Esther.","Bubley, Esther",,local,personal,,replace
mods_subject_name_personal_namePart_ms,"Buchanan, James, 1791-1868","Buchanan, James, 1791-1868",http://id.loc.gov/authorities/names/n78095586,naf,personal,,
mods_subject_topic_ms,"Buchanan, James, 1791-1868.","Buchanan, James, 1791-1868",http://id.loc.gov/authorities/names/n78095586,naf,personal,,replace
mods_subject_topic_ms,"Buchholtz, L. v. (Lewis von).","Buchholtz, L. v. (Lewis von)",http://id.loc.gov/authorities/names/n99031874,naf,personal,,replace
mods_subject_topic_ms,Bucking and Houston Bros,"Bucking and Houston Bros (Pittsburgh, Pa.)",,local,corporate,,replace
mods_subject_name_personal_namePart_ms,Buckley family,Buckley family,,local,personal,,
mods_subject_name_corporate_namePart_ms,"Buena Vista Street Methodist Church (Pittsburgh, Pa.)","Buena Vista Street Methodist Church (Pittsburgh, Pa.)",,local,corporate,,
mods_subject_topic_ms,"Buerstein, Ken","Buerstein, Ken",,local,personal,,
mods_subject_name_corporate_namePart_ms,Buffalo Bill's Wild West Company,Buffalo Bill's Wild West Company,http://id.loc.gov/authorities/names/n85072902,naf,corporate,,
mods_subject_name_personal_namePart_ms,"Buffalo Bill, 1846-1917","Buffalo Bill, 1846-1917",http://id.loc.gov/authorities/names/n80024458,naf,personal,,
mods_subject_topic_ms,"Buffington, Joseph, 1803-1872","Buffington, Joseph, 1803-1872",http://id.loc.gov/authorities/names/no2008068243,naf,personal,,
mods_subject_topic_ms,"Bufford, John Henry, 1810-1870.","Bufford, John Henry, 1810-1870",http://id.loc.gov/authorities/names/n84043743,naf,personal,,replace
mods_subject_name_corporate_namePart_ms,Buhl Foundation,Buhl Foundation,http://id.loc.gov/authorities/names/no2001023051,naf,corporate,,
mods_subject_topic_ms,Buhl Foundation,Buhl Foundation,http://id.loc.gov/authorities/names/no2001023051,naf,corporate,,
mods_subject_topic_ms,"Buhl Hall of Sciences (Pittsburgh, Pa.)","Buhl Hall of Sciences (Pittsburgh, Pa.)",,local,corporate,,
mods_subject_topic_ms,"Buhl Planetarium and Institute of Popular Science (Pittsburgh, Pa.)","Buhl Planetarium and Institute of Popular Science (Pittsburgh, Pa.)",,local,corporate,,
mods_subject_name_personal_namePart_ms,"Buhl, Henry, 1848-1927","Buhl, Henry, 1848-1927",,local,personal,,
mods_subject_topic_ms,"Pennsylvania Railroad Freight Terminal (Pittsburgh, Pa.)","Pennsylvania Railroad Freight Terminal (Pittsburgh, Pa.)",,local,corporate,,split
mods_subject_topic_ms,"Tomanetti Pizza (Oakmont, Pa.)","Tomanetti Pizza (Oakmont, Pa.)",,local,corporate,,split
mods_subject_topic_ms,"Wabash Terminal (Pittsburgh, Pa.)",Wabash-Pittsburgh Terminal Railway Company,http://id.loc.gov/authorities/names/n92090608,naf,corporate,,add
mods_subject_topic_ms,"Waterworks (Schuylkill, Pa.)","Fairmount Water Works (Philadelphia, Pa.)",http://id.loc.gov/authorities/names/n93063295,naf,corporate,,split
mods_subject_topic_ms,"Bulfinch, Charles, 1763-1844.","Bulfinch, Charles, 1763-1844",http://id.loc.gov/authorities/names/n80002249,naf,personal,,replace
mods_subject_topic_ms,"Bullock, Cornelia","Bullock, Cornelia",,local,personal,,
mods_subject_topic_ms,"Bumgarner, Jean","Bumgarner, Jean",,local,personal,,
mods_subject_topic_ms,"Bunker, Barbara","Bunker, Barbara",,local,personal,,
mods_subject_name_personal_namePart_ms,"Bunker, Chang, 1811-1874","Bunker, Chang, 1811-1874",http://id.loc.gov/authorities/names/n82165725,naf,personal,,
mods_subject_name_personal_namePart_ms,"Bunker, Eng, 1811-1874","Bunker, Eng, 1811-1874",http://id.loc.gov/authorities/names/n82165724,naf,personal,,
mods_subject_topic_ms,"Bunyan, John, 1628-1688","Bunyan, John, 1628-1688",http://id.loc.gov/authorities/names/n78095526,naf,personal,,
mods_subject_topic_ms,"Burchfield, Al H.","Burchfield, Al H.",,local,personal,,
mods_subject_topic_ms,"Burder, Rev. Samuel, 1773-1837","Burder, Samuel, 1773-1837",http://id.loc.gov/authorities/names/n83180421,naf,personal,,replace
mods_subject_topic_ms,"Burfoot, Jane Stocker","Burfoot, Jane Stocker",,local,personal,,
mods_subject_topic_ms,"Burg and Hager Hotel (Pittsburgh, Pa.)","Burg and Hager Hotel (Pittsburgh, Pa.)",,local,corporate,,
mods_subject_topic_ms,"Burgess, Smokey.","Burgess, Smokey",,local,personal,,replace
mods_subject_topic_ms,"Burgher, J. C. (John C.), 1822-1901.","Burgher, J. C. (John C.), 1822-",http://id.loc.gov/authorities/names/n2012187261,naf,personal,,replace
mods_subject_topic_ms,"Burgoyne, John, 1722-1792","Burgoyne, John, 1722-1792",http://id.loc.gov/authorities/names/n50032304,naf,personal,,
mods_subject_topic_ms,"Burgoyne, John, 1722-1792.","Burgoyne, John, 1722-1792",http://id.loc.gov/authorities/names/n50032304,naf,personal,,replace
mods_subject_topic_ms,"Burgwin School (Pittsburgh, Pa.)","Burgwin Elementary School (Pittsburgh, Pa.)",,local,corporate,,replace
mods_subject_topic_ms,"Burgwin Elementary School (Pittsburgh, Pa.)","Burgwin Elementary School (Pittsburgh, Pa.)",,local,corporate,,
mods_subject_topic_ms,"Burke Building (Pittsburgh, Pa.)","Burke Building (Pittsburgh, Pa.)",,local,corporate,,
mods_subject_name_personal_namePart_ms,"Burke, Edmund, 1729-1797","Burke, Edmund, 1729-1797",http://id.loc.gov/authorities/names/n79040055,naf,personal,,
mods_subject_topic_ms,"Burke, Winifred","Burke, Winifred",,local,personal,,
mods_subject_topic_ms,"Burket-Truby Funeral Home (Oakmont, Pa.)","Burket-Truby Funeral Home (Oakmont, Pa.)",,local,corporate,,
mods_subject_topic_ms,"Burkett, James.","Burkett, James",,local,personal,,replace
mods_subject_topic_ms,"Burley, Charley, 1917-","Burley, Charley, 1917-",http://id.loc.gov/authorities/names/n2004099944,naf,personal,,
mods_subject_topic_ms,"Burley, Joanne E.","Burley, Joanne E.",http://id.loc.gov/authorities/names/n91054450,naf,personal,,
mods_subject_topic_ms,"Burns, James.","Burns, James",,local,personal,,replace
mods_subject_name_personal_namePart_ms,"Burr, Aaron, 1716-1757","Burr, Aaron, 1716-1757",http://id.loc.gov/authorities/names/n78086251,naf,personal,,
mods_subject_topic_ms,"Burr, Aaron, 1716-1757.","Burr, Aaron, 1716-1757",http://id.loc.gov/authorities/names/n78086251,naf,personal,,replace
mods_subject_topic_ms,"Burr, Aaron, 1756-1836","Burr, Aaron, 1756-1836",http://id.loc.gov/authorities/names/n78086252,naf,personal,,
mods_subject_name_personal_namePart_ms,"Burr, Aaron, 1756-1836","Burr, Aaron, 1756-1836",http://id.loc.gov/authorities/names/n78086252,naf,personal,,
mods_subject_topic_ms,"Burt, James A.","Burt, James A.",,local,personal,,
mods_subject_topic_ms,"Burt, james A.","Burt, James A.",,local,personal,,replace
mods_subject_topic_ms,"Burton, C.","Burton, Charles, active 19th century",http://id.loc.gov/authorities/names/nr90008621,naf,personal,,replace
mods_subject_topic_ms,"Burton, Henry, 1578-1648","Burton, Henry, 1578-1648",http://id.loc.gov/authorities/names/n50033763,naf,personal,,
mods_subject_topic_ms,"Bush, Barbara, 1925-","Bush, Barbara, 1925-2018",http://id.loc.gov/authorities/names/n83146999,naf,personal,,replace
mods_subject_name_personal_namePart_ms,"Bush, George W. (George Walker), 1946-","Bush, George W. (George Walker), 1946-",http://id.loc.gov/authorities/names/no95049848,naf,personal,,
mods_subject_topic_ms,"Bush, George W. (George Walker), 1946-","Bush, George W. (George Walker), 1946-",http://id.loc.gov/authorities/names/no95049848,naf,personal,,
mods_subject_topic_ms,"Bush, George, 1924-","Bush, George, 1924-2018",http://id.loc.gov/authorities/names/n80015879,naf,personal,,replace
mods_subject_topic_ms,"Bute, John Stuart, 1713-1792.","Bute, John Stuart, Earl of, 1713-1792",http://id.loc.gov/authorities/names/n81035544,naf,personal,,replace
mods_subject_topic_ms,"Butler, J. M. (John M.)","Butler, J. M. (John M.)",http://id.loc.gov/authorities/names/nr93028044,naf,personal,,
mods_subject_topic_ms,"Butler, Robert.","Butler, Robert",,local,personal,,replace
mods_subject_name_personal_namePart_ms,"Butler, William Orlando, 1791-1880","Butler, William Orlando, 1791-1880",http://id.loc.gov/authorities/names/n84160345,naf,personal,,
mods_subject_topic_ms,"Butler, William Orlando, 1791-1880","Butler, William Orlando, 1791-1880",http://id.loc.gov/authorities/names/n84160345,naf,personal,,
mods_subject_topic_ms,"Butler, Zebulon, ?d 1731-1795.","Butler, Zebulon, 1731-1795",http://id.loc.gov/authorities/names/n94065546,naf,personal,,replace
mods_subject_topic_ms,"Butt, Archibald Willingham, 1866-1912","Butt, Archibald Willingham, 1866-1912",http://id.loc.gov/authorities/names/n97067612,naf,personal,,
mods_subject_topic_ms,"Butt, Archie.","Butt, Archie",,local,personal,,replace
mods_subject_topic_ms,"Buttgereit, Speed","Buttgereit, Speed",,local,personal,,
mods_subject_topic_ms,"Buttre, John Chester, 1821-1893.","Buttre, John Chester, 1821-1893",http://id.loc.gov/authorities/names/n88131588,naf,personal,,replace
mods_subject_topic_ms,"Butz, E. M.","Butz, E. M.",,local,personal,,
mods_subject_topic_ms,Byers Family.,Byers family,http://id.loc.gov/authorities/subjects/sh85018456,lcsh,family,,replace
mods_subject_name_personal_namePart_ms,"Byers, A. M","Byers, A. M.",,local,personal,,replace
mods_subject_topic_ms,"Byers, Helen.","Byers, Helen",,local,personal,,replace
mods_subject_topic_ms,"Byers, Ray.","Byers, Ray",,local,personal,,replace
mods_subject_topic_ms,"Byng, John, 1704-1757.","Byng, John, 1704-1757",http://id.loc.gov/authorities/names/n84024485,naf,personal,,replace
mods_subject_topic_ms,"Governor Byrne, Brendan T., 1924-","Byrne, Brendan T., 1924-2018",http://id.loc.gov/authorities/names/n80065592,naf,personal,,replace
mods_subject_name_personal_namePart_ms,"Byron, George Gordon Byron, Baron, 1788-1824","Byron, George Gordon Byron, Baron, 1788-1824",http://id.loc.gov/authorities/names/n81026857,naf,personal,,
mods_subject_topic_ms,C-SPAN (Television network),C-SPAN (Television network),http://id.loc.gov/authorities/names/n88042020,naf,corporate,,
mods_subject_topic_ms,"C.A. West Apartment and Office Building (Pittsburgh, Pa.)","C. A. West Apartment and Office Building (Pittsburgh, Pa.)",,local,corporate,,replace
mods_subject_topic_ms,C.B. Colton &amp,C. B. Colton & Co.,,local,corporate,,replace
mods_subject_topic_ms,CONSOL Energy Inc.,CONSOL Energy Inc,,local,corporate,,replace
mods_subject_topic_ms,"Cabot, Sebastian, 1484-1557","Cabot, Sebastian, approximately 1474-1557",http://id.loc.gov/authorities/names/n50032549,naf,personal,,replace
mods_subject_topic_ms,Cabrini College,Cabrini College,http://id.loc.gov/authorities/names/n2018013042,naf,corporate,,
mods_subject_name_personal_namePart_ms,"Caesar, Julius","Caesar, Julius",http://id.loc.gov/authorities/names/n79021400,naf,personal,,split
mods_subject_topic_ms,"Caldwell, Marjorie","Caldwell, Marjorie",,local,personal,,
mods_subject_topic_ms,"Caldwell, Maude McMillen.","Caldwell, Maude McMillen",,local,personal,,replace
